"phenx","icd10_desc","combo","organ","subcombo"
"Depressive disorders","Mood disorder due to known physiological condition with depressive features","Depression","Psych",NA
"Depressive disorders","Mood disorder due to known physiological condition with mixed features","Depression","Psych",NA
"Depressive disorders","Other recurrent depressive disorders","Depression","Psych",NA
"General sensation/perception signs and symptoms","Auditory hallucinations","Hallucinations","Psych",NA
"General sensation/perception signs and symptoms","Hallucinations, unspecified","Hallucinations","Psych",NA
"General sensation/perception signs and symptoms","Other hallucinations","Hallucinations","Psych",NA
"General sensation/perception signs and symptoms","Visual hallucinations","Hallucinations","Psych",NA
"Other specified and unspecified mood disorders","Mood disorder due to known physiological condition, unspecified","Mood disorder","Psych",NA
"Other specified and unspecified mood disorders","Persistent mood [affective] disorder, unspecified","Mood disorder","Psych",NA
"Other specified and unspecified mood disorders","Unspecified mood [affective] disorder","Mood disorder","Psych",NA
"Suicidal ideation/attempt/intentional self-harm","Suicidal ideations","Suicidal ideations","Psych",NA
"Symptoms of mental and substance use conditions","Anhedonia","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Demoralization and apathy","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Emotional lability","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Homicidal ideations","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Impulsiveness","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Irritability and anger","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Low self-esteem","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Nervousness","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Other symptoms and signs involving appearance and behavior","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Other symptoms and signs involving emotional state","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Restlessness and agitation","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Strange and inexplicable behavior","Mental s/s","Psych",NA
"Symptoms of mental and substance use conditions","Violent behavior","Mental s/s","Psych",NA
"Abnormal findings without diagnosis","Abnormal results of kidney function studies","Abnormal Labs/Tests","Renal/GU",NA
"Abnormal findings without diagnosis","Glycosuria","Abnormal Labs/Tests","Renal/GU",NA
"Acute and unspecified renal failure","Acute kidney failure with medullary necrosis","Acute and unspecified renal failure","Renal/GU",NA
"Acute and unspecified renal failure","Acute kidney failure with tubular necrosis","Acute and unspecified renal failure","Renal/GU",NA
"Acute and unspecified renal failure","Acute kidney failure, unspecified","Acute and unspecified renal failure","Renal/GU",NA
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with other diabetic kidney complication","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; nerve","Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Diabetes mellitus due to underlying condition with diabetic chronic kidney disease","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Drug or chemical induced diabetes mellitus with diabetic nephropathy","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Type 1 diabetes mellitus with diabetic chronic kidney disease","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Type 1 diabetes mellitus with diabetic nephropathy","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Type 2 diabetes mellitus with diabetic chronic kidney disease","Diabetes mellitus","Renal/GU",NA
"Diabetes mellitus; renal complication","Type 2 diabetes mellitus with diabetic nephropathy","Diabetes mellitus","Renal/GU",NA
"Genitourinary signs and symptoms","Anuria and oliguria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Biliuria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Disorder of urinary system, unspecified","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Dysuria","Genitourinary s/s","Renal/GU","Dysuria"
"Genitourinary signs and symptoms","Elevated urine levels of drugs, medicaments and biological substances","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Extravasation of urine","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Feeling of incomplete bladder emptying","Genitourinary s/s","Renal/GU","Urinary Retention"
"Genitourinary signs and symptoms","Frequency of micturition","Genitourinary s/s","Renal/GU","Frequency of micturition"
"Genitourinary signs and symptoms","Hematospermia","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Hesitancy of micturition","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Nocturia","Genitourinary s/s","Renal/GU","Nocturia"
"Genitourinary signs and symptoms","Other polyuria","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Other retention of urine","Genitourinary s/s","Renal/GU","Urinary Retention"
"Genitourinary signs and symptoms","Other specified disorders of urinary system","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Other symptoms and signs involving the genitourinary system","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Painful micturition, unspecified","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Poor urinary stream","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Retention of urine, unspecified","Genitourinary s/s","Renal/GU","Urinary Retention"
"Genitourinary signs and symptoms","Splitting of urinary stream","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Straining to void","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Unspecified abnormal findings in urine","Abnormal Labs/Tests","Renal/GU",NA
"Genitourinary signs and symptoms","Unspecified symptoms and signs involving the genitourinary system","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Urethral discharge, unspecified","Genitourinary s/s","Renal/GU","Other"
"Genitourinary signs and symptoms","Urgency of urination","Genitourinary s/s","Renal/GU","Urgency"
"Hematuria","Benign essential microscopic hematuria","Hematuria","Renal/GU",NA
"Hematuria","Gross hematuria","Hematuria","Renal/GU",NA
"Hematuria","Hematuria, unspecified","Hematuria","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Atrophy of kidney (terminal)","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Crossing vessel and stricture of ureter without hydronephrosis","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Cyst of kidney, acquired","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Disorder of kidney and ureter, unspecified","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Hydronephrosis with ureteral stricture, not elsewhere classified","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Hydroureter","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Ischemia and infarction of kidney","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Nephrogenic diabetes insipidus","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Obstructive and reflux uropathy, unspecified","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Other disorders resulting from impaired renal tubular function","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Other hydronephrosis","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Other obstructive and reflux uropathy","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Other specified disorders of kidney and ureter","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Secondary hyperparathyroidism of renal origin","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Tuberculosis of kidney and ureter","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Unspecified hydronephrosis","Kidney/Ureters disorder","Renal/GU",NA
"Other specified and unspecified diseases of kidney and ureters","Unspecified renal colic","Kidney/Ureters disorder","Renal/GU",NA
"Proteinuria","Persistent proteinuria, unspecified","Proteinuria","Renal/GU",NA
"Proteinuria","Proteinuria, unspecified","Proteinuria","Renal/GU",NA
"Urinary tract infections","Acute cystitis with hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Acute cystitis without hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Acute pyelonephritis","UTI","Renal/GU",NA
"Urinary tract infections","Candidal cystitis and urethritis","UTI","Renal/GU",NA
"Urinary tract infections","Chronic obstructive pyelonephritis","UTI","Renal/GU",NA
"Urinary tract infections","Chronic tubulo-interstitial nephritis, unspecified","UTI","Renal/GU",NA
"Urinary tract infections","Cystitis, unspecified with hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Cystitis, unspecified without hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Infections of bladder in pregnancy, second trimester","UTI","Renal/GU",NA
"Urinary tract infections","Infections of kidney in pregnancy, third trimester","UTI","Renal/GU",NA
"Urinary tract infections","Infections of kidney in pregnancy, unspecified trimester","UTI","Renal/GU",NA
"Urinary tract infections","Interstitial cystitis (chronic) without hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Irradiation cystitis without hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Other chronic cystitis without hematuria","UTI","Renal/GU",NA
"Urinary tract infections","Other urethritis","UTI","Renal/GU",NA
"Urinary tract infections","Other urogenital candidiasis","UTI","Renal/GU",NA
"Urinary tract infections","Pyonephrosis","UTI","Renal/GU",NA
"Urinary tract infections","Tubulo-interstitial nephritis, not specified as acute or chronic","UTI","Renal/GU",NA
"Urinary tract infections","Unspecified infection of urinary tract in pregnancy, first trimester","UTI","Renal/GU",NA
"Urinary tract infections","Unspecified infection of urinary tract in pregnancy, second trimester","UTI","Renal/GU",NA
"Urinary tract infections","Unspecified infection of urinary tract in pregnancy, third trimester","UTI","Renal/GU",NA
"Urinary tract infections","Unspecified infection of urinary tract in pregnancy, unspecified trimester","UTI","Renal/GU",NA
"Urinary tract infections","Urinary tract infection following delivery, unspecified","UTI","Renal/GU",NA
"Urinary tract infections","Urinary tract infection, site not specified","UTI","Renal/GU",NA
"Abnormal findings without diagnosis","Abnormal cytological findings in specimens from respiratory organs and thorax","Abnormal Labs/Tests","Respiratory",NA
"Abnormal findings without diagnosis","Abnormal microbiological findings in specimens from respiratory organs and thorax","Abnormal Labs/Tests","Respiratory",NA
"Abnormal findings without diagnosis","Abnormal results of pulmonary function studies","Abnormal Labs/Tests","Respiratory",NA
"Abnormal findings without diagnosis","Other abnormal findings in specimens from respiratory organs and thorax","Abnormal Labs/Tests","Respiratory",NA
"Abnormal findings without diagnosis","Other nonspecific abnormal finding of lung field","Abnormal Labs/Tests","Respiratory",NA
"Abnormal findings without diagnosis","Solitary pulmonary nodule","Abnormal Labs/Tests","Respiratory",NA
"Acute pulmonary embolism","Other pulmonary embolism with acute cor pulmonale","Acute PE","Respiratory",NA
"Acute pulmonary embolism","Other pulmonary embolism without acute cor pulmonale","Acute PE","Respiratory",NA
"Acute pulmonary embolism","Saddle embolus of pulmonary artery with acute cor pulmonale","Acute PE","Respiratory",NA
"Acute pulmonary embolism","Saddle embolus of pulmonary artery without acute cor pulmonale","Acute PE","Respiratory",NA
"Acute pulmonary embolism","Septic pulmonary embolism without acute cor pulmonale","Acute PE","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Bronchiectasis with (acute) exacerbation","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Bronchiectasis with acute lower respiratory infection","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Bronchiectasis, uncomplicated","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Centrilobular emphysema","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Chronic obstructive pulmonary disease with (acute) exacerbation","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Chronic obstructive pulmonary disease with (acute) lower respiratory infection","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Chronic obstructive pulmonary disease, unspecified","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Emphysema, unspecified","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Mucopurulent chronic bronchitis","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Other emphysema","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Panlobular emphysema","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Simple chronic bronchitis","COPD/bronchiectasis","Respiratory",NA
"Chronic obstructive pulmonary disease and bronchiectasis","Unspecified chronic bronchitis","COPD/bronchiectasis","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Abscess of lung without pneumonia","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Acute bronchospasm","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Acute pulmonary edema","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Chronic pulmonary edema","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Cryptogenic organizing pneumonia","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Disorders of diaphragm","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Idiopathic interstitial pneumonia, not otherwise specified","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Idiopathic pulmonary fibrosis","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Interstitial pulmonary disease, unspecified","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Other alveolar and parieto-alveolar conditions","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Other diseases of bronchus, not elsewhere classified","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Other disorders of lung","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Other specified interstitial pulmonary diseases","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Other specified respiratory disorders","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Pulmonary fibrosis, unspecified","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Respiratory disorder, unspecified","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Respiratory disorders in diseases classified elsewhere","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified lower respiratory disease","Unspecified acute lower respiratory infection","Lower respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Abscess, furuncle and carbuncle of nose","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Chronic laryngitis","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Chronic nasopharyngitis","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Chronic pharyngitis","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Chronic rhinitis","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Cyst and mucocele of nose and nasal sinus","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Deviated nasal septum","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Disease of upper respiratory tract, unspecified","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Edema of larynx","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Hypertrophy of nasal turbinates","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Laryngeal spasm","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Nasal polyp, unspecified","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Nodules of vocal cords","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other diseases of larynx","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other diseases of pharynx","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other diseases of vocal cords","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other polyp of sinus","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other specified diseases of upper respiratory tract","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Other specified disorders of nose and nasal sinuses","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Paralysis of vocal cords and larynx, bilateral","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Paralysis of vocal cords and larynx, unilateral","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Paralysis of vocal cords and larynx, unspecified","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Polyp of nasal cavity","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Polyp of vocal cord and larynx","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Stenosis of larynx","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Unspecified disorder of nose and nasal sinuses","Upper respiratory disease","Respiratory",NA
"Other specified and unspecified upper respiratory disease","Vasomotor rhinitis","Upper respiratory disease","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Atelectasis","Atelectasis","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Hemothorax","Pulmonary collapse","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Interstitial emphysema","Pulmonary collapse","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Other pulmonary collapse","Pulmonary collapse","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Other specified pleural conditions","Pleural condition","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleural condition, unspecified","Pleural condition","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleural effusion in other conditions classified elsewhere","Pleural effusion","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleural effusion, not elsewhere classified","Pleural effusion","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleural plaque without asbestos","Pleural condition","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pleurisy","Pleural condition","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pyothorax with fistula","Pleural condition","Respiratory",NA
"Pleurisy, pleural effusion and pulmonary collapse","Pyothorax without fistula","Pleural condition","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Abscess of lung with pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Bronchopneumonia, unspecified organism","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to other identified influenza virus with other specified pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Influenza due to unidentified influenza virus with unspecified type of pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Legionnaires' disease","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Lobar pneumonia, unspecified organism","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Other pneumonia, unspecified organism","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Hemophilus influenzae","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Klebsiella pneumoniae","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Methicillin resistant Staphylococcus aureus","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Methicillin susceptible Staphylococcus aureus","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Mycoplasma pneumoniae","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Pseudomonas","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to Streptococcus pneumoniae","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to other Gram-negative bacteria","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to other specified bacteria","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to other specified infectious organisms","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia due to other staphylococcus","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia in diseases classified elsewhere","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pneumonia, unspecified organism","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Pulmonary mycobacterial infection","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Unspecified bacterial pneumonia","Pneumonia","Respiratory",NA
"Pneumonia (except that caused by tuberculosis)","Ventilator associated pneumonia","Pneumonia","Respiratory",NA
"Respiratory System Procedures",NA,"Respiratory Procedures","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute and chronic respiratory failure with hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute and chronic respiratory failure with hypoxia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute postprocedural respiratory failure","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute respiratory distress syndrome","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute respiratory failure with hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute respiratory failure with hypoxia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Acute respiratory failure, unspecified whether with hypoxia or hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Chronic respiratory failure with hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Chronic respiratory failure with hypoxia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Respiratory arrest","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Respiratory failure, unspecified with hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Respiratory failure, unspecified with hypoxia","Respiratory arrest/failure","Respiratory",NA
"Respiratory failure; insufficiency; arrest","Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia","Respiratory arrest/failure","Respiratory",NA
"Respiratory signs and symptoms","Abnormal sputum","Respiratory s/s","Respiratory","Other"
"Respiratory signs and symptoms","Acute respiratory distress","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Apnea, not elsewhere classified","Respiratory s/s","Respiratory","Apnea"
"Respiratory signs and symptoms","Chest pain on breathing","Respiratory s/s","Respiratory","Painful breathing"
"Respiratory signs and symptoms","Cough","Respiratory s/s","Respiratory","Cough"
"Respiratory signs and symptoms","Dyspnea, unspecified","Respiratory s/s","Respiratory","Dyspnea"
"Respiratory signs and symptoms","Epistaxis","Respiratory s/s","Respiratory","Bleeding"
"Respiratory signs and symptoms","Hemoptysis","Respiratory s/s","Respiratory","Bleeding"
"Respiratory signs and symptoms","Hemorrhage from other sites in respiratory passages","Respiratory s/s","Respiratory","Bleeding"
"Respiratory signs and symptoms","Hiccough","Respiratory s/s","Respiratory","Other"
"Respiratory signs and symptoms","Hypoxemia","Respiratory s/s","Respiratory","Low O2"
"Respiratory signs and symptoms","Intercostal pain","Respiratory s/s","Respiratory","Painful breathing"
"Respiratory signs and symptoms","Mouth breathing","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Nasal congestion","Respiratory s/s","Respiratory","Congestion"
"Respiratory signs and symptoms","Orthopnea","Respiratory s/s","Respiratory","Dyspnea"
"Respiratory signs and symptoms","Other abnormalities of breathing","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Other forms of dyspnea","Respiratory s/s","Respiratory","Dyspnea"
"Respiratory signs and symptoms","Pain in throat","Respiratory s/s","Respiratory","Painful breathing"
"Respiratory signs and symptoms","Pleurodynia","Respiratory s/s","Respiratory","Painful breathing"
"Respiratory signs and symptoms","Postnasal drip","Respiratory s/s","Respiratory","Congestion"
"Respiratory signs and symptoms","Shortness of breath","Respiratory s/s","Respiratory","Dyspnea"
"Respiratory signs and symptoms","Sneezing","Respiratory s/s","Respiratory","Other"
"Respiratory signs and symptoms","Snoring","Respiratory s/s","Respiratory","Apnea"
"Respiratory signs and symptoms","Stridor","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Tachypnea, not elsewhere classified","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Unspecified abnormalities of breathing","Respiratory s/s","Respiratory","Abnormal breathing"
"Respiratory signs and symptoms","Wheezing","Respiratory s/s","Respiratory","Wheezing"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with other skin complications","Diabetic Complication","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of back limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of back with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of back with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of buttock limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left ankle limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left ankle with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left calf with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left heel and midfoot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left heel and midfoot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left thigh with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of left thigh with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot with necrosis of muscle","Non-pressure ulcer","Skin",NA
