"phenx","icd10_desc","combo","organ","subcombo"
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left foot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right foot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right foot with necrosis of muscle","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right foot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of right lower leg with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right ankle with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right ankle with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right calf limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right calf with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right heel and midfoot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of right thigh with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of skin of other sites with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of skin of other sites with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified ankle with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified calf limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified calf with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified heel and midfoot with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed","Non-pressure ulcer","Skin",NA
"Non-pressure ulcer of skin","Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity","Non-pressure ulcer","Skin",NA
"Other specified and unspecified skin disorders","Acanthosis nigricans","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Acne keloid","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Acquired keratosis [keratoderma] palmaris et plantaris","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Actinic keratosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Alopecia areata, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Androgenic alopecia, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Atrophic disorder of skin, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Cafe au lait spots","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Calcinosis cutis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Chloasma","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Cicatricial alopecia, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Corns and callosities","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Disorder of pigmentation, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Disorder of the skin and subcutaneous tissue, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Dyshidrosis [pompholyx]","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Eccrine sweat disorder, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Epidermal cyst","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Epidermal thickening, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Follicular cyst of the skin and subcutaneous tissue, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Follicular disorder, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Foreign body granuloma of the skin and subcutaneous tissue","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Freckles","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Granuloma faciale [eosinophilic granuloma of skin]","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Granulomatous disorder of the skin and subcutaneous tissue, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Hirsutism","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Hypertrophic disorder of the skin, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Hypertrophic scar","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Inflamed seborrheic keratosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Ingrowing nail","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Lichen sclerosus et atrophicus","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Localized scleroderma [morphea]","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Miliaria rubra","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Nail disorder, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Nail dystrophy","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Nonscarring hair loss, unspecified","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Onychogryphosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Onycholysis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other androgenic alopecia","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other atrophic disorders of skin","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other cicatricial alopecia","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other disorders of diminished melanin formation","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other disorders of skin and subcutaneous tissue in diseases classified elsewhere","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other eccrine sweat disorders","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other granulomatous disorders of the skin and subcutaneous tissue","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other hair color and hair shaft abnormalities","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other hypertrophic disorders of the skin","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other infiltrative disorders of the skin and subcutaneous tissue","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other melanin hyperpigmentation","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other nail disorders","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other seborrheic keratosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other specified disorders of pigmentation","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other specified disorders of the skin and subcutaneous tissue","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other specified epidermal thickening","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Other specified nonscarring hair loss","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Pigmented purpuric dermatosis","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Pilar cyst","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Postinflammatory hyperpigmentation","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Primary focal hyperhidrosis, axilla","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Primary focal hyperhidrosis, palms","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Primary focal hyperhidrosis, soles","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Pseudofolliculitis barbae","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Pyogenic granuloma","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Scar conditions and fibrosis of skin","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Sebaceous cyst","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Striae atrophicae","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Telogen effluvium","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Vitiligo","Skin disorder","Skin",NA
"Other specified and unspecified skin disorders","Xerosis cutis","Skin disorder","Skin",NA
"Skin/Subcutaneous signs and symptoms","Anesthesia of skin","Skin s/s","Skin","Abnormal sensation"
