phenx,ICD10_desc,combo,Organ,count,Subcombo
Other nervous system disorders,Multi-system degeneration of the autonomic nervous system,Nervous System Disorders,Neurology,2,
Other nervous system disorders,Myelopathy in diseases classified elsewhere,Nervous System Disorders,Neurology,2,
Other nervous system disorders,Myoclonus,Nervous System Disorders,Neurology,5,
Other nervous system disorders,Neuromyelitis optica [Devic],Nervous System Disorders,Neurology,1,
Other nervous system disorders,Obstructive hydrocephalus,Nervous System Disorders,Neurology,1,
Other nervous system disorders,Other cord compression,Nervous System Disorders,Neurology,6,
Other nervous system disorders,Other disorders of autonomic nervous system,Nervous System Disorders,Neurology,8,
Other nervous system disorders,Other disorders of peripheral nervous system,Nervous System Disorders,Neurology,1,
Other nervous system disorders,Other encephalopathy,Nervous System Disorders,Neurology,6,
Other nervous system disorders,Other idiopathic peripheral autonomic neuropathy,Nervous System Disorders,Neurology,2,
Other nervous system disorders,Other specified diseases of spinal cord,Nervous System Disorders,Neurology,5,
Other nervous system disorders,Other specified disorders of brain,Nervous System Disorders,Neurology,35,
Other nervous system disorders,Other specified extrapyramidal and movement disorders,Nervous System Disorders,Neurology,6,
Other nervous system disorders,Other specified forms of tremor,Nervous System Disorders,Neurology,9,
Other nervous system disorders,Other vascular myelopathies,Nervous System Disorders,Neurology,3,
Other nervous system disorders,Postviral fatigue syndrome,Nervous System Disorders,Neurology,40,
Other nervous system disorders,Restless legs syndrome,Nervous System Disorders,Neurology,67,
Other nervous system disorders,Spasmodic torticollis,Nervous System Disorders,Neurology,10,
Other nervous system disorders,"Spinal muscular atrophy, unspecified",Nervous System Disorders,Neurology,1,
Other nervous system disorders,Syringomyelia and syringobulbia,Nervous System Disorders,Neurology,2,
Other nervous system disorders,Temporal sclerosis,Nervous System Disorders,Neurology,1,
Other nervous system disorders,Unspecified cord compression,Nervous System Disorders,Neurology,10,
Polyneuropathies,Chronic inflammatory demyelinating polyneuritis,Polyneuropathies,Neurology,3,
Polyneuropathies,Critical illness polyneuropathy,Polyneuropathies,Neurology,6,
Polyneuropathies,Guillain-Barre syndrome,Polyneuropathies,Neurology,9,
Polyneuropathies,"Hereditary and idiopathic neuropathy, unspecified",Polyneuropathies,Neurology,38,
Polyneuropathies,Hereditary motor and sensory neuropathy,Polyneuropathies,Neurology,1,
Polyneuropathies,Idiopathic progressive neuropathy,Polyneuropathies,Neurology,5,
Polyneuropathies,"Inflammatory polyneuropathy, unspecified",Polyneuropathies,Neurology,3,
Polyneuropathies,Other hereditary and idiopathic neuropathies,Polyneuropathies,Neurology,14,
Polyneuropathies,Other specified polyneuropathies,Polyneuropathies,Neurology,16,
Polyneuropathies,Polyneuropathy in diseases classified elsewhere,Polyneuropathies,Neurology,5,
Polyneuropathies,"Polyneuropathy, unspecified",Polyneuropathies,Neurology,222,
Abnormal findings without diagnosis,"Finding of other specified substances, not normally found in blood",Abnormal Labs/Tests,Psych,1,
Anxiety and fear-related disorders,Agoraphobia with panic disorder,Anxiety/fear disorders,Psych,1,
Anxiety and fear-related disorders,Anxiety disorder due to known physiological condition,Anxiety/fear disorders,Psych,6,
Anxiety and fear-related disorders,"Anxiety disorder, unspecified",Anxiety/fear disorders,Psych,616,
Anxiety and fear-related disorders,Claustrophobia,Anxiety/fear disorders,Psych,8,
Anxiety and fear-related disorders,Fear of flying,Anxiety/fear disorders,Psych,5,
Anxiety and fear-related disorders,Generalized anxiety disorder,Anxiety/fear disorders,Psych,261,
Anxiety and fear-related disorders,Other mixed anxiety disorders,Anxiety/fear disorders,Psych,3,
Anxiety and fear-related disorders,"Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder",Anxiety/fear disorders,Psych,1,
Anxiety and fear-related disorders,Other specified anxiety disorders,Anxiety/fear disorders,Psych,86,
Anxiety and fear-related disorders,Other specified phobia,Anxiety/fear disorders,Psych,2,
Anxiety and fear-related disorders,Panic disorder [episodic paroxysmal anxiety],Anxiety/fear disorders,Psych,31,
Anxiety and fear-related disorders,"Phobic anxiety disorder, unspecified",Anxiety/fear disorders,Psych,1,
Anxiety and fear-related disorders,Selective mutism,Anxiety/fear disorders,Psych,1,
Anxiety and fear-related disorders,"Social phobia, generalized",Anxiety/fear disorders,Psych,1,
Anxiety and fear-related disorders,"Social phobia, unspecified",Anxiety/fear disorders,Psych,8,
Depressive disorders,Dysthymic disorder,Depression,Psych,26,
Depressive disorders,"Major depressive disorder, recurrent severe without psychotic features",Depression,Psych,25,
Depressive disorders,"Major depressive disorder, recurrent, in partial remission",Depression,Psych,15,
Depressive disorders,"Major depressive disorder, recurrent, mild",Depression,Psych,22,
Depressive disorders,"Major depressive disorder, recurrent, moderate",Depression,Psych,60,
Depressive disorders,"Major depressive disorder, recurrent, severe with psychotic symptoms",Depression,Psych,4,
Depressive disorders,"Major depressive disorder, recurrent, unspecified",Depression,Psych,24,
Depressive disorders,"Major depressive disorder, single episode, in partial remission",Depression,Psych,6,
Depressive disorders,"Major depressive disorder, single episode, mild",Depression,Psych,23,
Depressive disorders,"Major depressive disorder, single episode, moderate",Depression,Psych,54,
Depressive disorders,"Major depressive disorder, single episode, severe with psychotic features",Depression,Psych,3,
Depressive disorders,"Major depressive disorder, single episode, severe without psychotic features",Depression,Psych,18,
Depressive disorders,"Major depressive disorder, single episode, unspecified",Depression,Psych,239,
Depressive disorders,Mood disorder due to known physiological condition with depressive features,Depression,Psych,5,
Depressive disorders,Mood disorder due to known physiological condition with mixed features,Depression,Psych,1,
Depressive disorders,Other recurrent depressive disorders,Depression,Psych,2,
General sensation/perception signs and symptoms,Auditory hallucinations,Hallucinations,Psych,11,
General sensation/perception signs and symptoms,"Hallucinations, unspecified",Hallucinations,Psych,8,
General sensation/perception signs and symptoms,Other hallucinations,Hallucinations,Psych,4,
General sensation/perception signs and symptoms,Visual hallucinations,Hallucinations,Psych,12,
Other specified and unspecified mood disorders,"Mood disorder due to known physiological condition, unspecified",Mood disorder,Psych,7,
Other specified and unspecified mood disorders,"Persistent mood [affective] disorder, unspecified",Mood disorder,Psych,2,
Other specified and unspecified mood disorders,Unspecified mood [affective] disorder,Mood disorder,Psych,273,
Suicidal ideation/attempt/intentional self-harm,Suicidal ideations,Suicidal ideations,Psych,10,
Symptoms of mental and substance use conditions,Anhedonia,Mental s/s,Psych,1,
Symptoms of mental and substance use conditions,Demoralization and apathy,Mental s/s,Psych,3,
Symptoms of mental and substance use conditions,Emotional lability,Mental s/s,Psych,13,
Symptoms of mental and substance use conditions,Homicidal ideations,Mental s/s,Psych,10,
Symptoms of mental and substance use conditions,Impulsiveness,Mental s/s,Psych,3,
Symptoms of mental and substance use conditions,Irritability and anger,Mental s/s,Psych,7,
Symptoms of mental and substance use conditions,Low self-esteem,Mental s/s,Psych,1,
Symptoms of mental and substance use conditions,Nervousness,Mental s/s,Psych,2,
Symptoms of mental and substance use conditions,Other symptoms and signs involving appearance and behavior,Mental s/s,Psych,22,
Symptoms of mental and substance use conditions,Other symptoms and signs involving emotional state,Mental s/s,Psych,42,
Symptoms of mental and substance use conditions,Restlessness and agitation,Mental s/s,Psych,43,
Symptoms of mental and substance use conditions,Strange and inexplicable behavior,Mental s/s,Psych,1,
Symptoms of mental and substance use conditions,Violent behavior,Mental s/s,Psych,3,
Abnormal findings without diagnosis,Abnormal results of kidney function studies,Abnormal Labs/Tests,Renal/GU,5,
Abnormal findings without diagnosis,Glycosuria,Abnormal Labs/Tests,Renal/GU,1,
Acute and unspecified renal failure,Acute kidney failure with medullary necrosis,Acute and unspecified renal failure,Renal/GU,1,
Acute and unspecified renal failure,Acute kidney failure with tubular necrosis,Acute and unspecified renal failure,Renal/GU,23,
Acute and unspecified renal failure,"Acute kidney failure, unspecified",Acute and unspecified renal failure,Renal/GU,166,
"Diabetes mellitus, Type 2",Type 2 diabetes mellitus with other diabetic kidney complication,Diabetes mellitus,Renal/GU,8,
Diabetes mellitus; nerve,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,Diabetes mellitus,Renal/GU,1,
Diabetes mellitus; renal complication,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,Diabetes mellitus,Renal/GU,1,
Diabetes mellitus; renal complication,Drug or chemical induced diabetes mellitus with diabetic nephropathy,Diabetes mellitus,Renal/GU,1,
Diabetes mellitus; renal complication,Type 1 diabetes mellitus with diabetic chronic kidney disease,Diabetes mellitus,Renal/GU,2,
Diabetes mellitus; renal complication,Type 1 diabetes mellitus with diabetic nephropathy,Diabetes mellitus,Renal/GU,2,
Diabetes mellitus; renal complication,Type 2 diabetes mellitus with diabetic chronic kidney disease,Diabetes mellitus,Renal/GU,32,
Diabetes mellitus; renal complication,Type 2 diabetes mellitus with diabetic nephropathy,Diabetes mellitus,Renal/GU,10,
Genitourinary signs and symptoms,Anuria and oliguria,Genitourinary s/s,Renal/GU,6,Other
Genitourinary signs and symptoms,Biliuria,Genitourinary s/s,Renal/GU,3,Other
Genitourinary signs and symptoms,"Disorder of urinary system, unspecified",Genitourinary s/s,Renal/GU,2,Other
Genitourinary signs and symptoms,Dysuria,Genitourinary s/s,Renal/GU,286,Dysuria
Genitourinary signs and symptoms,"Elevated urine levels of drugs, medicaments and biological substances",Genitourinary s/s,Renal/GU,2,Other
Genitourinary signs and symptoms,Extravasation of urine,Genitourinary s/s,Renal/GU,1,Other
Genitourinary signs and symptoms,Feeling of incomplete bladder emptying,Genitourinary s/s,Renal/GU,9,Urinary Retention
Genitourinary signs and symptoms,Frequency of micturition,Genitourinary s/s,Renal/GU,265,Frequency of micturition
Genitourinary signs and symptoms,Hematospermia,Genitourinary s/s,Renal/GU,7,Other
Genitourinary signs and symptoms,Hesitancy of micturition,Genitourinary s/s,Renal/GU,12,Other
Genitourinary signs and symptoms,Nocturia,Genitourinary s/s,Renal/GU,76,Nocturia
Genitourinary signs and symptoms,Other polyuria,Genitourinary s/s,Renal/GU,2,Other
Genitourinary signs and symptoms,Other retention of urine,Genitourinary s/s,Renal/GU,20,Urinary Retention
Genitourinary signs and symptoms,Other specified disorders of urinary system,Genitourinary s/s,Renal/GU,2,Other
Genitourinary signs and symptoms,Other symptoms and signs involving the genitourinary system,Genitourinary s/s,Renal/GU,13,Other
Genitourinary signs and symptoms,"Painful micturition, unspecified",Genitourinary s/s,Renal/GU,5,Other
Genitourinary signs and symptoms,Poor urinary stream,Genitourinary s/s,Renal/GU,11,Other
Genitourinary signs and symptoms,"Retention of urine, unspecified",Genitourinary s/s,Renal/GU,97,Urinary Retention
Genitourinary signs and symptoms,Splitting of urinary stream,Genitourinary s/s,Renal/GU,3,Other
Genitourinary signs and symptoms,Straining to void,Genitourinary s/s,Renal/GU,3,Other
Genitourinary signs and symptoms,Unspecified abnormal findings in urine,Abnormal Labs/Tests,Renal/GU,42,
Genitourinary signs and symptoms,Unspecified symptoms and signs involving the genitourinary system,Genitourinary s/s,Renal/GU,70,Other
Genitourinary signs and symptoms,"Urethral discharge, unspecified",Genitourinary s/s,Renal/GU,5,Other
Genitourinary signs and symptoms,Urgency of urination,Genitourinary s/s,Renal/GU,70,Urgency
Hematuria,Benign essential microscopic hematuria,Hematuria,Renal/GU,4,
Hematuria,Gross hematuria,Hematuria,Renal/GU,103,
Hematuria,"Hematuria, unspecified",Hematuria,Renal/GU,219,
Other specified and unspecified diseases of kidney and ureters,Atrophy of kidney (terminal),Kidney/Ureters disorder,Renal/GU,2,
Other specified and unspecified diseases of kidney and ureters,Crossing vessel and stricture of ureter without hydronephrosis,Kidney/Ureters disorder,Renal/GU,8,
Other specified and unspecified diseases of kidney and ureters,"Cyst of kidney, acquired",Kidney/Ureters disorder,Renal/GU,84,
Other specified and unspecified diseases of kidney and ureters,"Disorder of kidney and ureter, unspecified",Kidney/Ureters disorder,Renal/GU,45,
Other specified and unspecified diseases of kidney and ureters,"Hydronephrosis with ureteral stricture, not elsewhere classified",Kidney/Ureters disorder,Renal/GU,3,
Other specified and unspecified diseases of kidney and ureters,Hydroureter,Kidney/Ureters disorder,Renal/GU,2,
Other specified and unspecified diseases of kidney and ureters,Ischemia and infarction of kidney,Kidney/Ureters disorder,Renal/GU,4,
Other specified and unspecified diseases of kidney and ureters,Nephrogenic diabetes insipidus,Kidney/Ureters disorder,Renal/GU,1,
Other specified and unspecified diseases of kidney and ureters,"Obstructive and reflux uropathy, unspecified",Kidney/Ureters disorder,Renal/GU,2,
Other specified and unspecified diseases of kidney and ureters,Other disorders resulting from impaired renal tubular function,Kidney/Ureters disorder,Renal/GU,2,
Other specified and unspecified diseases of kidney and ureters,Other hydronephrosis,Kidney/Ureters disorder,Renal/GU,7,
Other specified and unspecified diseases of kidney and ureters,Other obstructive and reflux uropathy,Kidney/Ureters disorder,Renal/GU,38,
Other specified and unspecified diseases of kidney and ureters,Other specified disorders of kidney and ureter,Kidney/Ureters disorder,Renal/GU,62,
Other specified and unspecified diseases of kidney and ureters,Secondary hyperparathyroidism of renal origin,Kidney/Ureters disorder,Renal/GU,8,
Other specified and unspecified diseases of kidney and ureters,Tuberculosis of kidney and ureter,Kidney/Ureters disorder,Renal/GU,1,
Other specified and unspecified diseases of kidney and ureters,Unspecified hydronephrosis,Kidney/Ureters disorder,Renal/GU,36,
Other specified and unspecified diseases of kidney and ureters,Unspecified renal colic,Kidney/Ureters disorder,Renal/GU,5,
Proteinuria,"Persistent proteinuria, unspecified",Proteinuria,Renal/GU,3,
Proteinuria,"Proteinuria, unspecified",Proteinuria,Renal/GU,10,
Urinary tract infections,Acute cystitis with hematuria,UTI,Renal/GU,41,
Urinary tract infections,Acute cystitis without hematuria,UTI,Renal/GU,109,
Urinary tract infections,Acute pyelonephritis,UTI,Renal/GU,17,
Urinary tract infections,Candidal cystitis and urethritis,UTI,Renal/GU,1,
Urinary tract infections,Chronic obstructive pyelonephritis,UTI,Renal/GU,3,
Urinary tract infections,"Chronic tubulo-interstitial nephritis, unspecified",UTI,Renal/GU,1,
Urinary tract infections,"Cystitis, unspecified with hematuria",UTI,Renal/GU,2,
Urinary tract infections,"Cystitis, unspecified without hematuria",UTI,Renal/GU,26,
Urinary tract infections,"Infections of bladder in pregnancy, second trimester",UTI,Renal/GU,1,
Urinary tract infections,"Infections of kidney in pregnancy, third trimester",UTI,Renal/GU,1,
Urinary tract infections,"Infections of kidney in pregnancy, unspecified trimester",UTI,Renal/GU,1,
Urinary tract infections,Interstitial cystitis (chronic) without hematuria,UTI,Renal/GU,2,
Urinary tract infections,Irradiation cystitis without hematuria,UTI,Renal/GU,3,
Urinary tract infections,Other chronic cystitis without hematuria,UTI,Renal/GU,1,
Urinary tract infections,Other urethritis,UTI,Renal/GU,8,
Urinary tract infections,Other urogenital candidiasis,UTI,Renal/GU,5,
Urinary tract infections,Pyonephrosis,UTI,Renal/GU,8,
Urinary tract infections,"Tubulo-interstitial nephritis, not specified as acute or chronic",UTI,Renal/GU,23,
Urinary tract infections,"Unspecified infection of urinary tract in pregnancy, first trimester",UTI,Renal/GU,2,
Urinary tract infections,"Unspecified infection of urinary tract in pregnancy, second trimester",UTI,Renal/GU,5,
Urinary tract infections,"Unspecified infection of urinary tract in pregnancy, third trimester",UTI,Renal/GU,2,
Urinary tract infections,"Unspecified infection of urinary tract in pregnancy, unspecified trimester",UTI,Renal/GU,6,
Urinary tract infections,"Urinary tract infection following delivery, unspecified",UTI,Renal/GU,1,
Urinary tract infections,"Urinary tract infection, site not specified",UTI,Renal/GU,297,
Abnormal findings without diagnosis,Abnormal cytological findings in specimens from respiratory organs and thorax,Abnormal Labs/Tests,Respiratory,1,
Abnormal findings without diagnosis,Abnormal microbiological findings in specimens from respiratory organs and thorax,Abnormal Labs/Tests,Respiratory,1,
Abnormal findings without diagnosis,Abnormal results of pulmonary function studies,Abnormal Labs/Tests,Respiratory,1,
Abnormal findings without diagnosis,Other abnormal findings in specimens from respiratory organs and thorax,Abnormal Labs/Tests,Respiratory,3,
Abnormal findings without diagnosis,Other nonspecific abnormal finding of lung field,Abnormal Labs/Tests,Respiratory,436,
Abnormal findings without diagnosis,Solitary pulmonary nodule,Abnormal Labs/Tests,Respiratory,107,
Acute pulmonary embolism,Other pulmonary embolism with acute cor pulmonale,Acute PE,Respiratory,17,
Acute pulmonary embolism,Other pulmonary embolism without acute cor pulmonale,Acute PE,Respiratory,205,
Acute pulmonary embolism,Saddle embolus of pulmonary artery with acute cor pulmonale,Acute PE,Respiratory,8,
Acute pulmonary embolism,Saddle embolus of pulmonary artery without acute cor pulmonale,Acute PE,Respiratory,13,
Acute pulmonary embolism,Septic pulmonary embolism without acute cor pulmonale,Acute PE,Respiratory,6,
Chronic obstructive pulmonary disease and bronchiectasis,Bronchiectasis with (acute) exacerbation,COPD/bronchiectasis,Respiratory,3,
Chronic obstructive pulmonary disease and bronchiectasis,Bronchiectasis with acute lower respiratory infection,COPD/bronchiectasis,Respiratory,1,
Chronic obstructive pulmonary disease and bronchiectasis,"Bronchiectasis, uncomplicated",COPD/bronchiectasis,Respiratory,55,
Chronic obstructive pulmonary disease and bronchiectasis,Centrilobular emphysema,COPD/bronchiectasis,Respiratory,37,
Chronic obstructive pulmonary disease and bronchiectasis,Chronic obstructive pulmonary disease with (acute) exacerbation,COPD/bronchiectasis,Respiratory,11,
Chronic obstructive pulmonary disease and bronchiectasis,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,COPD/bronchiectasis,Respiratory,5,
Chronic obstructive pulmonary disease and bronchiectasis,"Chronic obstructive pulmonary disease, unspecified",COPD/bronchiectasis,Respiratory,74,
Chronic obstructive pulmonary disease and bronchiectasis,"Emphysema, unspecified",COPD/bronchiectasis,Respiratory,28,
Chronic obstructive pulmonary disease and bronchiectasis,Mucopurulent chronic bronchitis,COPD/bronchiectasis,Respiratory,3,
Chronic obstructive pulmonary disease and bronchiectasis,Other emphysema,COPD/bronchiectasis,Respiratory,11,
Chronic obstructive pulmonary disease and bronchiectasis,Panlobular emphysema,COPD/bronchiectasis,Respiratory,1,
Chronic obstructive pulmonary disease and bronchiectasis,Simple chronic bronchitis,COPD/bronchiectasis,Respiratory,5,
Chronic obstructive pulmonary disease and bronchiectasis,Unspecified chronic bronchitis,COPD/bronchiectasis,Respiratory,11,
Other specified and unspecified lower respiratory disease,Abscess of lung without pneumonia,Lower respiratory disease,Respiratory,1,
Other specified and unspecified lower respiratory disease,Acute bronchospasm,Lower respiratory disease,Respiratory,8,
Other specified and unspecified lower respiratory disease,Acute pulmonary edema,Lower respiratory disease,Respiratory,38,
Other specified and unspecified lower respiratory disease,Chronic pulmonary edema,Lower respiratory disease,Respiratory,129,
Other specified and unspecified lower respiratory disease,Cryptogenic organizing pneumonia,Lower respiratory disease,Respiratory,6,
Other specified and unspecified lower respiratory disease,Disorders of diaphragm,Lower respiratory disease,Respiratory,14,
Other specified and unspecified lower respiratory disease,"Idiopathic interstitial pneumonia, not otherwise specified",Lower respiratory disease,Respiratory,1,
Other specified and unspecified lower respiratory disease,Idiopathic pulmonary fibrosis,Lower respiratory disease,Respiratory,2,
Other specified and unspecified lower respiratory disease,"Interstitial pulmonary disease, unspecified",Lower respiratory disease,Respiratory,164,
Other specified and unspecified lower respiratory disease,Other alveolar and parieto-alveolar conditions,Lower respiratory disease,Respiratory,2,
Other specified and unspecified lower respiratory disease,"Other diseases of bronchus, not elsewhere classified",Lower respiratory disease,Respiratory,7,
Other specified and unspecified lower respiratory disease,Other disorders of lung,Lower respiratory disease,Respiratory,56,
Other specified and unspecified lower respiratory disease,Other specified interstitial pulmonary diseases,Lower respiratory disease,Respiratory,37,
Other specified and unspecified lower respiratory disease,Other specified respiratory disorders,Lower respiratory disease,Respiratory,31,
Other specified and unspecified lower respiratory disease,"Pulmonary fibrosis, unspecified",Lower respiratory disease,Respiratory,32,
Other specified and unspecified lower respiratory disease,"Respiratory disorder, unspecified",Lower respiratory disease,Respiratory,4,
Other specified and unspecified lower respiratory disease,Respiratory disorders in diseases classified elsewhere,Lower respiratory disease,Respiratory,2,
Other specified and unspecified lower respiratory disease,Unspecified acute lower respiratory infection,Lower respiratory disease,Respiratory,8,
Other specified and unspecified upper respiratory disease,"Abscess, furuncle and carbuncle of nose",Upper respiratory disease,Respiratory,3,
Other specified and unspecified upper respiratory disease,Chronic laryngitis,Upper respiratory disease,Respiratory,11,
Other specified and unspecified upper respiratory disease,Chronic nasopharyngitis,Upper respiratory disease,Respiratory,2,
Other specified and unspecified upper respiratory disease,Chronic pharyngitis,Upper respiratory disease,Respiratory,3,
Other specified and unspecified upper respiratory disease,Chronic rhinitis,Upper respiratory disease,Respiratory,122,
Other specified and unspecified upper respiratory disease,Cyst and mucocele of nose and nasal sinus,Upper respiratory disease,Respiratory,8,
Other specified and unspecified upper respiratory disease,Deviated nasal septum,Upper respiratory disease,Respiratory,141,
Other specified and unspecified upper respiratory disease,"Disease of upper respiratory tract, unspecified",Upper respiratory disease,Respiratory,2,
Other specified and unspecified upper respiratory disease,Edema of larynx,Upper respiratory disease,Respiratory,26,
Other specified and unspecified upper respiratory disease,Hypertrophy of nasal turbinates,Upper respiratory disease,Respiratory,89,
Other specified and unspecified upper respiratory disease,Laryngeal spasm,Upper respiratory disease,Respiratory,12,
Other specified and unspecified upper respiratory disease,"Nasal polyp, unspecified",Upper respiratory disease,Respiratory,27,
Other specified and unspecified upper respiratory disease,Nodules of vocal cords,Upper respiratory disease,Respiratory,7,
Other specified and unspecified upper respiratory disease,Other diseases of larynx,Upper respiratory disease,Respiratory,29,
Other specified and unspecified upper respiratory disease,Other diseases of pharynx,Upper respiratory disease,Respiratory,24,
Other specified and unspecified upper respiratory disease,Other diseases of vocal cords,Upper respiratory disease,Respiratory,86,
Other specified and unspecified upper respiratory disease,Other polyp of sinus,Upper respiratory disease,Respiratory,2,
Other specified and unspecified upper respiratory disease,Other specified diseases of upper respiratory tract,Upper respiratory disease,Respiratory,16,
Other specified and unspecified upper respiratory disease,Other specified disorders of nose and nasal sinuses,Upper respiratory disease,Respiratory,178,
Other specified and unspecified upper respiratory disease,"Paralysis of vocal cords and larynx, bilateral",Upper respiratory disease,Respiratory,6,
Other specified and unspecified upper respiratory disease,"Paralysis of vocal cords and larynx, unilateral",Upper respiratory disease,Respiratory,45,
Other specified and unspecified upper respiratory disease,"Paralysis of vocal cords and larynx, unspecified",Upper respiratory disease,Respiratory,14,
Other specified and unspecified upper respiratory disease,Polyp of nasal cavity,Upper respiratory disease,Respiratory,3,
Other specified and unspecified upper respiratory disease,Polyp of vocal cord and larynx,Upper respiratory disease,Respiratory,8,
Other specified and unspecified upper respiratory disease,Stenosis of larynx,Upper respiratory disease,Respiratory,20,
Other specified and unspecified upper respiratory disease,Unspecified disorder of nose and nasal sinuses,Upper respiratory disease,Respiratory,6,
Other specified and unspecified upper respiratory disease,Vasomotor rhinitis,Upper respiratory disease,Respiratory,19,
"Pleurisy, pleural effusion and pulmonary collapse",Atelectasis,Atelectasis,Respiratory,176,
"Pleurisy, pleural effusion and pulmonary collapse",Hemothorax,Pulmonary collapse,Respiratory,4,
"Pleurisy, pleural effusion and pulmonary collapse",Interstitial emphysema,Pulmonary collapse,Respiratory,7,
"Pleurisy, pleural effusion and pulmonary collapse",Other pulmonary collapse,Pulmonary collapse,Respiratory,5,
"Pleurisy, pleural effusion and pulmonary collapse",Other specified pleural conditions,Pleural condition,Respiratory,10,
"Pleurisy, pleural effusion and pulmonary collapse","Pleural condition, unspecified",Pleural condition,Respiratory,1,
"Pleurisy, pleural effusion and pulmonary collapse",Pleural effusion in other conditions classified elsewhere,Pleural effusion,Respiratory,5,
"Pleurisy, pleural effusion and pulmonary collapse","Pleural effusion, not elsewhere classified",Pleural effusion,Respiratory,217,
"Pleurisy, pleural effusion and pulmonary collapse",Pleural plaque without asbestos,Pleural condition,Respiratory,1,
"Pleurisy, pleural effusion and pulmonary collapse",Pleurisy,Pleural condition,Respiratory,3,
"Pleurisy, pleural effusion and pulmonary collapse",Pyothorax with fistula,Pleural condition,Respiratory,2,
"Pleurisy, pleural effusion and pulmonary collapse",Pyothorax without fistula,Pleural condition,Respiratory,5,
Pneumonia (except that caused by tuberculosis),Abscess of lung with pneumonia,Pneumonia,Respiratory,3,
Pneumonia (except that caused by tuberculosis),"Bronchopneumonia, unspecified organism",Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Influenza due to other identified influenza virus with other specified pneumonia,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Influenza due to unidentified influenza virus with unspecified type of pneumonia,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Legionnaires' disease,Pneumonia,Respiratory,3,
Pneumonia (except that caused by tuberculosis),"Lobar pneumonia, unspecified organism",Pneumonia,Respiratory,35,
Pneumonia (except that caused by tuberculosis),"Other pneumonia, unspecified organism",Pneumonia,Respiratory,12,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Hemophilus influenzae,Pneumonia,Respiratory,3,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Klebsiella pneumoniae,Pneumonia,Respiratory,7,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Methicillin resistant Staphylococcus aureus,Pneumonia,Respiratory,4,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Methicillin susceptible Staphylococcus aureus,Pneumonia,Respiratory,4,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Mycoplasma pneumoniae,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Pseudomonas,Pneumonia,Respiratory,7,
Pneumonia (except that caused by tuberculosis),Pneumonia due to Streptococcus pneumoniae,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Pneumonia due to other Gram-negative bacteria,Pneumonia,Respiratory,2,
Pneumonia (except that caused by tuberculosis),Pneumonia due to other specified bacteria,Pneumonia,Respiratory,3,
Pneumonia (except that caused by tuberculosis),Pneumonia due to other specified infectious organisms,Pneumonia,Respiratory,9,
Pneumonia (except that caused by tuberculosis),Pneumonia due to other staphylococcus,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),Pneumonia in diseases classified elsewhere,Pneumonia,Respiratory,1,
Pneumonia (except that caused by tuberculosis),"Pneumonia, unspecified organism",Pneumonia,Respiratory,266,
Pneumonia (except that caused by tuberculosis),Pulmonary mycobacterial infection,Pneumonia,Respiratory,7,
Pneumonia (except that caused by tuberculosis),Unspecified bacterial pneumonia,Pneumonia,Respiratory,13,
Pneumonia (except that caused by tuberculosis),Ventilator associated pneumonia,Pneumonia,Respiratory,14,
Respiratory System Procedures,NA,Respiratory Procedures,Respiratory,16,
Respiratory failure; insufficiency; arrest,Acute and chronic respiratory failure with hypercapnia,Respiratory arrest/failure,Respiratory,3,
Respiratory failure; insufficiency; arrest,Acute and chronic respiratory failure with hypoxia,Respiratory arrest/failure,Respiratory,19,
Respiratory failure; insufficiency; arrest,"Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",Respiratory arrest/failure,Respiratory,3,
Respiratory failure; insufficiency; arrest,Acute postprocedural respiratory failure,Respiratory arrest/failure,Respiratory,9,
Respiratory failure; insufficiency; arrest,Acute respiratory distress syndrome,Respiratory arrest/failure,Respiratory,74,
Respiratory failure; insufficiency; arrest,Acute respiratory failure with hypercapnia,Respiratory arrest/failure,Respiratory,40,
Respiratory failure; insufficiency; arrest,Acute respiratory failure with hypoxia,Respiratory arrest/failure,Respiratory,215,
Respiratory failure; insufficiency; arrest,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",Respiratory arrest/failure,Respiratory,74,
Respiratory failure; insufficiency; arrest,Chronic respiratory failure with hypercapnia,Respiratory arrest/failure,Respiratory,3,
Respiratory failure; insufficiency; arrest,Chronic respiratory failure with hypoxia,Respiratory arrest/failure,Respiratory,18,
